abstract 简报,title 标题,keywords 关键词,read_count 阅读量,share_count 分享数量,ban_comment 可评论,publish_time 推送时间,share_url url 链接,user_info_name 用户名,user_id 用户 id,description 用户描述,user_verified 官方账号,time 抓取时间,category 频道
据台湾地区“中央社”报道，鸿海子公司富士康创投控股出售了所持有的过半阿里巴巴股份，总金额2.72亿美元。鸿海表示，富士康创投为实现投资获利，出售了阿里巴巴133万8465股ADS，约1070万7720股普通股，交易金额每股ADS 203.82美元，总金额2.72亿美元。,鸿海出售所持过半阿里巴巴股份，进账2.72亿美元,,16505,6,0,2019-12-13 10:15:49,http://m.toutiao.com/group/6769741837759414797/?app=news_article&is_hit_share_recommend=0,36氪,3757989448,36氪中国领先的新商业媒体，提供新锐深度的商业报道。,True,2019-12-13 14:41:42,news_tech
2019年，“被不顺”了一年多的顺丰，用实力证明，它仍然一直是行业战略的引领者。在这一年里，在新业务领域，顺丰快速实现了冷运市场的行业领先，重货行业进入头部领军阵营，同城业务实现品牌独立运营。,又被“不顺”？数据告诉你真实的顺丰,,5,0,0,2019-12-13 13:14:07,http://m.toutiao.com/group/6769787786418455053/?app=news_article&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:42,news_tech
中国日报网12月13日电 瑞士瑞信银行分析师表示，由于中国消费者对于美国苹果公司生产的 iPhone的热度减退，预估 iPhone在华的销售量将会持续下滑。,业绩差！苹果在华销量连续两个月两位数下滑,,94,0,0,2019-12-13 12:33:04,http://m.toutiao.com/group/6769777205737161228/?app=news_article&is_hit_share_recommend=0,中国日报网,3430213523,《中国日报》是中国国家英文日报，创刊于1981年，全球期均发行90余万份，其中，海外期均发行60余万份。,True,2019-12-13 14:41:42,news_tech
【猎云网北京】12月12日报道12月10日，2019年度CEO峰会暨猎云网创投颁奖盛典在北京望京凯悦酒店隆重举行，近百位知名资本大咖，独角兽创始人、创业风云人物及近千位投资人与创业者共聚“新势力·2019年度CEO峰会暨猎云网创投颁奖盛典”。,睿悦信息Nibiru副总裁陈冠雄：在云、边、端三个维度中，边端中小企业发力点更多,,510,0,0,2019-12-12 17:02:02,http://m.toutiao.com/group/6769475433252520461/?app=news_article&is_hit_share_recommend=0,猎云网,3624705480,猎云网聚焦TMT领域创业创新报道，嫁接创业者与VC的桥梁。,True,2019-12-13 14:41:42,news_tech
2020年4款新iPhone售价曝光，金属中框采用全新设计,2020年4款新iPhone售价曝光，金属中框采用全新设计,,58,0,0,2019-12-12 15:11:35,https://m.toutiaoimg.com/a6769446971225670157/?app=news_article&is_hit_share_recommend=0,VDGER科技,6905774392,专注为您提供最新最好玩儿的科技资讯及数码评测(づ￣3￣)づ,True,2019-12-13 14:41:42,news_tech
5G时代到来对手机行业而言是把双刃剑，如果稍有不慎市场可能会就迎来新的洗牌，这种洗牌也意味着有些手机品牌要掉队。因此，站在制高点上拥抱5G最为关键，目前做的最好、最亲民的还要数vivo。,年末vivoX30火力全开！如今全面领跑5G，vivo到底做对了什么？,,3,0,0,2019-12-13 11:42:19,http://m.toutiao.com/a6769764126936793613/?app=news_article&is_hit_share_recommend=0,PRToday,6093193351,这是一个品牌为王的世界，我们让世界更懂您！,False,2019-12-13 14:41:42,news_tech
"“帮我砍一刀”“拼团就差你了”……爆火的拼购模式,在2019年下沉市场的兴起与消费升级中轰轰烈烈地展开,各大巨头也纷纷添砖加瓦,在这场电商江湖的拼购之争中亮出“杀手锏”。",“帮我砍一刀”“拼团就差你了”拼购模式爆火，苏宁在这场江湖之争中是如何崭露头角的？,,48,2,0,2019-12-13 11:15:51,http://m.toutiao.com/a6769757306402898444/?app=news_article&is_hit_share_recommend=0,中国食品报,6015163896,中国食品报由中国轻工业联合会主办，食品行业唯一的经济类日报。,False,2019-12-13 14:41:42,news_tech
胡润研究院今日发布“2019胡润品牌榜”，贵州茅台以6400亿品牌价值夺冠，中华以3500亿品牌价值、天猫以3200亿品牌价值位列第二、第三。淘宝、中国工商银行、微信、平安、腾讯、中国建设银行、中国移动进入前十。,2019胡润品牌榜：天猫、腾讯、中国移动进入前十，华为蝉联数码行业冠军,,968,0,0,2019-12-13 05:35:51,http://m.toutiao.com/group/6769669690403848718/?app=news_article&is_hit_share_recommend=0,成都商报TMT发布,6074285537,关注数码、通信、科技互联网、家电行业的热点事件,False,2019-12-13 14:41:46,news_tech
摘要：览富财经12月13日讯，在12月12日召开的“2019百度知识峰会”上，百度文库、百度知道总经理李小婉对外披露，百度文库文档总量已经突破6.2亿，每天响应近亿次文档搜索需求。,百度文库计划2020年投入5亿资金扶持优质创作者,,19,1,0,2019-12-13 09:20:10,http://m.toutiao.com/group/6769727496117027336/?app=news_article&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:46,news_tech
今年五一期间，用户高先生先后在美团平台上取消了上百个入驻酒店的订单，由于是在免费取消期内，高先生还通过平台获得了全额退款。没过多久，美团酒店平台服务运营商北京酷讯公司，将高先生起诉至北京朝阳法院，索赔 5.5万元。,美团起诉用户恶意刷单 一审判赔5000元,,809,5,0,2019-12-12 21:18:05,http://m.toutiao.com/a6769541417896247812/?app=news_article&is_hit_share_recommend=0,七台河检察,4636624661,“七台河检察”头条号新闻客户端是黑龙江省七台河市人民检察院设立，致力于宣传检察工作，普及法律常识。,True,2019-12-13 14:41:46,news_tech
近日，中国首颗自主研制的5G卫星正式出厂，该卫星也是全球首颗Q/V频段的低轨宽带卫星，通信能力可达到10Gbps。据了解，此5G卫星由国内商业航天企业银河航天(北京)科技有限公司研制推出，这是国内首颗由商业航天公司研制且对标国际水平的5G低轨宽带卫星。,中国首颗5G低轨宽带卫星本月发射，离“太空互联网”更进一步,,500,2,0,2019-12-12 23:07:16,http://m.toutiao.com/group/6769569552670917134/?app=news_article&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:46,news_tech
12月13日消息，据外媒9to5mac报道，近日，苹果公司为用户推送了iOS 13.3，这次的更新包括修复错误和性能改进，并且增加了一些新功能。但9to5mac表示，iOS 13.3增加的“沟通限制”功能又出现了一个bug。,苹果再次翻车！iOS 13.3新功能出问题,,604,0,0,2019-12-13 10:44:39,http://m.toutiao.com/a6769749269009138180/?app=news_article&is_hit_share_recommend=0,泡泡网,3657894252,关注泡泡网，畅享科技生活。,True,2019-12-13 14:41:46,news_tech
原标题：湖北联通推出“5G+教育”行业应用近日，湖北联通与武汉市教育局联合打造了“2019年中小学研学旅行课程开发项目”。该项目是湖北联通首个教育类5G智慧研学旅行项目，为教育行业项目拓展又树立了一个标杆。,湖北联通推出“5G+教育”行业应用,,5,0,0,2019-12-13 09:51:17,http://m.toutiao.com/group/6769735515659829768/?app=news_article&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:46,news_tech
截止目前，智能手机已走过了12个年头，在这漫长且短暂的12年里智能手机经历了瓶颈、达到过巅峰，但也不可避免地遭遇了行业增速放缓的低迷周期。,最新手机线上份额排名：小米严重下滑，华为、荣耀总市额近50%,,1089,5,0,2019-12-12 16:32:47,http://m.toutiao.com/a6769467894997713420/?app=news_article&is_hit_share_recommend=0,Tech情报局,63844477009,Tech情报局以严肃认真的态度聊一聊科技界不严肃的事儿。,True,2019-12-13 14:41:46,news_tech
智能网联汽车从汽车的演进开始，从汽车1.0到2.0到信息机电一体化的3.0，汽车智能网联发展经历了机械化、电气化到现在的智能网联化，涉及到很重要标志。有观点提到智能网联汽车时代已经属于一个以信息物理系统为标准的4.,关注 | 如何优化智能网联汽车系统架构？,,22,1,0,2019-12-13 05:27:15,http://m.toutiao.com/group/6769667475857474062/?app=news_article&article_category=automobile&is_hit_share_recommend=0,新能源汽车报,6012307932,《新能源汽车报》由工业和信息化部主管、赛迪研究院主办。,False,2019-12-13 14:41:46,news_tech
原标题：市轨道公司开展“区块链、大数据、城轨云”专题讲座中国甘肃网12月13日讯据兰州晨报报道（记者 刘有中）为了更好地学习互联网新知识，了解业内新动态，掌握新科技带来的产业格局升级和轨道交通行业未来发展方向，近日，兰州市轨道公司邀请杭州市优城科技研究院蔡峰副院长召开专题讲座。,兰州市轨道公司开展“区块链、大数据、城轨云”专题讲座,,84,0,0,2019-12-13 09:10:09,http://m.toutiao.com/group/6769724916175471117/?app=news_article&is_hit_share_recommend=0,中国甘肃网,4493455438,全国重点新闻网站，甘肃新闻门户！,True,2019-12-13 14:41:46,news_tech
每周三期，详解人工智能产业解决方案，让AI离你更近一步。解决方案均选自机器之心Pro行业数据库。方案1：虹膜识别解决方案解决方案简介：虹膜识别技术是基于眼睛中的虹膜进行身份精准识别，应用于对身份认证安全强需求或高度保密需求的场所。,每周AI应用方案精选：虹膜识别；基于深度学习人脸识别方案等,,563,6,0,2019-12-12 17:52:41,http://m.toutiao.com/a6769488486509576716/?app=news_article&is_hit_share_recommend=0,机器之心Pro,3134187068,全球人工智能信息服务,True,2019-12-13 14:41:46,news_tech
(来源：驱动号)多年以来，大多数人眼中的OPPO是一家以营销驱动的手机公司。然而，OPPO似乎在极力摆脱这个标签。,“未来科技大会”：OPPO的又一场贴标签运动,,12,0,0,2019-12-12 18:08:19,http://m.toutiao.com/group/6769492515952263687/?app=news_article&is_hit_share_recommend=0,驱动中国,3353415821,驱动中国是国内领先的垂直科技媒体，提供及时准确的国内外IT新闻事件。,True,2019-12-13 14:41:46,news_tech
今天，“刚毕业就年薪200万”的话题冲上热搜！这到底是什么“大神”？拒绝300万年薪，选择去华为92年出生的左鹏飞是华中科技大学的14级直博毕业生，博士阶段在武汉光电国家研究中心攻读计算机科学与技术专业，11月底刚完成答辩毕业。,大学生拒绝年薪300万的工作！选择去华为，为啥,,1509,25,0,2019-12-12 15:01:23,http://m.toutiao.com/a6769444340210074115/?app=news_article&is_hit_share_recommend=0,中国教育在线,4277820491,推动教育前进的力量,True,2019-12-13 14:41:46,news_tech
亚马逊中国副总裁、亚马逊全球开店亚太区负责人戴竫斐12月11日，亚马逊中国副总裁、亚马逊全球开店亚太区负责人戴竫斐在规模巨大的卖家大会上毫无预兆地突然说道：“实际上，新加坡站点从今年10月起已经向个别中国卖家开放，进行试运行，并且得到了这些中国卖家的良好反馈。,亚马逊中国上“新”,,283,1,0,2019-12-12 16:43:09,http://m.toutiao.com/a6769470567041991176/?app=news_article&is_hit_share_recommend=0,商业那点事儿,6715633466,北京商报商业新闻中心官方运营号,True,2019-12-13 14:41:46,news_tech
智通财经APP获悉，富瑞发表研究报告，称深圳航天广宇工业日前出售中兴通讯(00763)母企中兴新通讯3%的股权，间接涉及中兴通讯约0.82%的股权，作价10.83亿元人民币，较中兴通讯股价溢价约6%。,富瑞：维持中兴通讯(00763)“逊于大市”评级 目标价为15.86港元,,2821,16,0,2019-12-12 16:15:24,http://m.toutiao.com/group/6769463416001135118/?app=news_article&is_hit_share_recommend=0,智通财经,5862106050,每天推送最具投资价值的港股、A股、美股资讯，让您畅享投资盛宴！,True,2019-12-13 14:41:46,news_tech
2020美国最佳雇主排行榜出炉！谷歌无缘前十亚马逊连续12年未上榜丨热公司,2020美国最佳雇主排行榜出炉！谷歌无缘前十亚马逊连续12年未上榜,,17,0,0,2019-12-12 17:53:47,https://m.toutiaoimg.com/a6769488770979856909/?app=news_article&is_hit_share_recommend=0,第一财经,5431132532,第一财经 专业创造价值,True,2019-12-13 14:41:46,news_tech
冬季来临，不少新能源车主“里程忧虑”加重。这是因为锂电池在寒冬放电能力下降，且车辆采暖耗电量巨大。我们都知道，家用空调一般大都在两三千瓦的功率，这样的功率可以给一大间屋子制冷、采暖。然而小小的车厢，其冷热风系统的功率，一般都在5千瓦至10千瓦之间。,天冷了，新能源车安个烧柴油的土暖气，这算个啥？,,1794,12,0,2019-12-13 09:50:53,http://m.toutiao.com/group/6769735412836467208/?app=news_article&article_category=automobile&is_hit_share_recommend=0,北京日报客户端,94231358279,从这里看北京，爱这座城。,True,2019-12-13 14:41:46,news_tech
9月10日，在美国加利福尼亚州丘珀蒂诺，苹果公司首席执行官库克(前排左)与嘉宾交谈。,苹果外包钟爱中国大陆？库克：我们只挑最好的,,23,0,0,2019-12-13 10:53:51,http://m.toutiao.com/group/6769751637918482955/?app=news_article&is_hit_share_recommend=0,新华网客户端,4377795668,引领品质阅读，让新闻离你更近！,True,2019-12-13 14:41:46,news_tech
我问了好多人，他们都说不知道双十一和双十二的区别。文 / 巴九灵报数不积极，思想有问题。昨天是双十二，小巴打算盘下它今年的业绩，没想到，和双十一“分秒必报”不同，双十二在G*****下的结果是：连姓名都不配拥有？再细细搜索了一番，也不是没有痕迹。,24小时后都没搜到总销售额，双十二是阿里亲生的吗？,,760,0,0,2019-12-13 08:01:00,http://m.toutiao.com/a6769640914680807944/?app=news_article&is_hit_share_recommend=0,吴晓波频道,4144384138,吴晓波频道是财经作家吴晓波带领“巴九灵”们运营的知识平台,True,2019-12-13 14:41:46,news_tech
12月12日，百度公司副总裁、百度智能生活事业群组总经理景鲲发布小度新品“小度在家智能屏X8”。景鲲认为，未来3年市场增量将主要来自有屏音箱，但是“有屏智能音箱”这个名称限制了小度在家这款产品的功能想象，“智能屏”概念则更为准确。,百度景鲲：有屏音箱是发展趋势 小度在家就是“智能屏”,,226,0,0,2019-12-12 16:24:10,http://m.toutiao.com/group/6769465676374475277/?app=news_article&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:46,news_tech
2019年7月12日，阿里巴巴集团宣布完成2019年中的新一轮组织架构调整。阿里巴巴集团CEO张勇在全员信中表示，“阿里巴巴数字经济体已经初步完成了全方位的统一作战，以及面向未来创新的组织架构升级。接下来我们将聚焦于组织的效率和活力，通人才、通策略、通技术”。,看2019阿里集团最新组织架构，回顾阿里战略变迁,,19277,346,0,2019-12-12 15:06:22,http://m.toutiao.com/a6769438626410398216/?app=news_article&is_hit_share_recommend=0,伯马遇,57555978035,聚焦互联网前沿资讯，分享科技动态,False,2019-12-13 14:41:46,news_tech
文/ 李惠琳 编辑/鄢子为最初从工具起家，专注微商城产品，到后来成为一个专业Sass商家服务商，有赞帮助商家把店开到百度、支付宝小程序上，再到现在深入直播的新浪潮。在拓宽获取和经营流量的渠道同时，有赞实现了迭代升级。,快手电商背后的有赞，如何扮演直播浪潮的辅助角色？,,24,0,0,2019-12-13 12:18:09,http://m.toutiao.com/a6769773360625746443/?app=news_article&is_hit_share_recommend=0,21世纪商业评论,3672363382,《21世纪商业评论》，新商业的敏感者。,True,2019-12-13 14:41:49,news_tech
昨日redmi官博以及小米的领导都发微博庆贺，一博代言的品牌新品双十二首卖就获得了1500—2000愿价位段单品的销售冠军，又是一次双赢局面，我们耶啵小福星实锤了。此外小米市场部总经理还单们夸赞了一博和啵丝们，排面满满，话说有猫头们换新机了吗？,191213 品牌新品双十二首卖夺得销量冠军 王一博小福星实锤,,1778,0,0,2019-12-13 12:49:16,http://m.toutiao.com/group/6769781380713808397/?app=news_article&is_hit_share_recommend=0,爱豆,4262759066,爱豆App是著名粉丝门户，提供明星新闻、行程、直播及视频。,True,2019-12-13 14:41:49,news_tech
IT之家12月13日消息 IT之家此前报道国内UOS统一操作系统官网已经上线，并发布了UOS对外测试和开放计划。,统一操作系统UOS龙芯版上线,,152,0,0,2019-12-13 12:49:33,http://m.toutiao.com/a6769781455733129739/?app=news_article&is_hit_share_recommend=0,IT之家,3353880530,IT之家：爱科技，爱这里。,True,2019-12-13 14:41:49,news_tech
本报讯（记者 蒋亦丰 通讯员 林晓莹）“讲台+课桌”的标配变成了“大屏幕+可移动桌椅”；指尖轻触讲台前的大屏，图文并茂的教程一目了然；实时编辑标注和保存功能，让教师和学生每一个交互过程“雁过留痕”……日前，浙江工商大学对部分老教室进行了智慧化升级改造，共建设了45间智慧教室和一间,浙江工商大学建45间智慧教室和一间教学可视化中心 老教室加“芯”记,,26,0,0,2019-12-13 09:13:32,http://m.toutiao.com/group/6769725788930441741/?app=news_article&is_hit_share_recommend=0,光明网,5806115967,光明网是思想理论文化领域的中央重点新闻网站，媒体融合与创新的引领者。,True,2019-12-13 14:41:49,news_tech
IT之家12月13日消息IT之家此前报道国内UOS统一操作系统官网已经上线，并发布了UOS对外测试和开放计划。,国产统一操作系统UOS龙芯版正式上线,,607,3,0,2019-12-13 12:54:11,http://m.toutiao.com/group/6769782646722527751/?app=news_article&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:49,news_tech
5G春风吹满地，抓紧买台洗衣机；虽然果粉很疯狂，华为信号就是强,苹果信号有盲区，不如买台洗衣机,,11,0,0,2019-12-13 11:52:36,https://m.toutiaoimg.com/a6769766776105337358/?app=news_article&is_hit_share_recommend=0,爽爽侃车,50037932306,可能是全国最好看的汽车评测节目,True,2019-12-13 14:41:49,news_tech
日前，中国化工电商平台摩贝向美国证券交易委员会递交招股书，拟募集资金不超过7000万美元，上市代码为“MKD”，承销商为香港尚乘集团(AMTD)、宝德证券(Boustead Securities)和复星恒利(Fosun Hani)。,化工电商摩贝赴美募资七千万美元 去年净亏损2.5亿元,,32,0,0,2019-12-13 12:58:58,http://m.toutiao.com/group/6769783882775527950/?app=news_article&is_hit_share_recommend=0,中国网,3350881978,中国网，呈现一个真实的中国,True,2019-12-13 14:41:49,news_tech
【高铁来了】（6）硬核 ！宿迁高铁站率先用上5G信号！,网速是4G十倍，宿迁高铁站率先用上5G信号！,,10,0,0,2019-12-13 12:54:26,https://m.toutiaoimg.com/a6769782714078855694/?app=news_article&is_hit_share_recommend=0,西楚网,4176167047,西楚网是由宿迁市委宣传部主管、宿迁市广播电视总台（集团）主办的宿迁地区最大的综合门户网站。,True,2019-12-13 14:41:49,news_tech
"作者 | Stephanie, Jasper, Chloe, Zayden, Vanessa, Jenny责编 | Lu 美编 | WW, Lu热议话题雀巢40亿美元卖掉包括哈根达斯在内的美国冰淇淋业务雀巢以40亿美元将其美国冰淇淋业务出售给Froneri，将包括哈根达斯在内的品",40亿美元！雀巢卖掉包括哈根达斯在内的美国冰淇淋业务,,153,1,0,2019-12-13 12:23:39,http://m.toutiao.com/a6769774780741583374/?app=news_article&is_hit_share_recommend=0,硅兔赛跑,54174622714,这里有你想知道的关于硅谷|科技|未来的深度思考。,True,2019-12-13 14:41:49,news_tech
12月6日至8日，第五届全国应用型人才综合技能大赛总决赛在海南大学隆重举行，大赛由中国国际经济技术合作促进会、世界职业教育大会暨展览会组委会主办。,山西工程技术学院正式签约成为阿里巴巴电商设计平台“室内设计创新型人才培养基地”,,82,0,0,2019-12-13 10:29:45,http://m.toutiao.com/a6769745429056717323/?app=news_article&is_hit_share_recommend=0,山青号外,4302251980,与青年同行 与时代共进,True,2019-12-13 14:41:49,news_tech
13日午间，多家上市公司发布午间公告。德威新材携手合肥工大发力氢能源汽车德威新材12月13日午间公告，公司与合肥工业大学汽车工程技术研究院于11日签订了《战略合作协议书》。,午间公告｜德威新材携手合肥工大发力氢能源汽车，仙琚制药获得药品GMP证书,,33,0,0,2019-12-13 12:59:37,http://m.toutiao.com/group/6769784050728043016/?app=news_article&is_hit_share_recommend=0,上游新闻,50026916052,新时代新型主流媒体，视频、专业、主流、互动。,True,2019-12-13 14:41:49,news_tech
营口牵手中石化启动跨境电商等系列合作项目,营口牵手中石化启动跨境电商等系列合作项目,,9,0,0,2019-12-13 12:52:26,https://m.toutiaoimg.com/a6769782196908589576/?app=news_article&is_hit_share_recommend=0,辽宁新闻,87993479845,以要闻总汇为节目宗旨，追求“权威性、贴近性、可视性”。,False,2019-12-13 14:41:49,news_tech
说起国产电脑，联想绝对是大家记忆中最突出的品牌，除此之外还有华为、小米等知名品牌。随着移动互联网的迅速发展，移动设备成为了人们生活中最不能缺少的“日常用品”。智能手机和平板电拿的普及，这让电脑的销量受到了不小的冲击：根据2019年公布的数据显示：去年全球PC出货量总计2.,中国电脑界价格屠夫：市场价砍半，销量无人能敌，如今混得怎样？,,9545,3,0,2019-10-31 17:00:43,http://m.toutiao.com/a6753889515791712780/?app=news_article&is_hit_share_recommend=0,海外情报官,3346519010,做最鲜活的海外猛料，最及时的海外商情，最真实的海外故事,False,2019-12-13 14:41:49,news_tech
最近，网络作家陈虹焱的写作习惯发生了一个变化:每完成一部分文稿的创作，除了保存作品内容，她还会将文稿信息上传至一条看不见、摸不着的数据链中，为自己的无形产权加一把“锁”。这条“司法区块链”的技术平台，是由杭州互联网法院搭建的。,区块链落地场景悄然浮出水面 对日常生活影响几何,,3,0,0,2019-12-12 14:23:22,http://m.toutiao.com/group/6769434545600070158/?app=news_article&is_hit_share_recommend=0,中国吉林网,5264838183,是中共吉林省委宣传部主管的省级重点新闻网站,True,2019-12-13 14:41:49,news_tech
12月13日消息，据asymco报道，AirPods第四季度的销售额将到达40亿美元，这使AirPods将成为苹果“40亿美元俱乐部”一员。,“40亿美元俱乐部”再添新成员，AirPods跻身苹果热销榜,,7,0,0,2019-12-13 12:10:12,http://m.toutiao.com/a6769771313943806468/?app=news_article&is_hit_share_recommend=0,泡泡网,3657894252,关注泡泡网，畅享科技生活。,True,2019-12-13 14:41:49,news_tech
[PConline资讯]不知道库克是因为iPhone 11卖爆了，整个人都飘了？据外媒报道，库克在近日接受采访时表示，苹果在美国创造了更多就业机会，并表示苹果是将来自中国、美国、日本的优质供应商整合在一起。,库克：苹果创新力很强但并非垄断地位，华为三星的手机也很强,,21,0,0,2019-12-13 12:24:08,http://m.toutiao.com/group/6769774905710871047/?app=news_article&is_hit_share_recommend=0,太平洋电脑网,3389144301,"太平洋电脑网于1999年正式推出,致力为国内IT企业与终端用户提供全面、权威、专业的IT资讯服务。",True,2019-12-13 14:41:49,news_tech
今年11月份，中国建筑材料流通协会发布2019年《全国BHEI（中国城镇建材家居市场饱和度预警指数）数据报告》。报告显示，2019年，建材家居卖场已处于过饱和状态。不过，分析认为，当前一线城市建材家居市场整体仍在优化，全国建材家居卖场“整体过剩、局部稀缺”的现象仍然存在。,家居年度回望│“搅局者”涌入，互联网电商抢占市场,,48,2,0,2019-12-12 17:58:35,http://m.toutiao.com/group/6769490007011885572/?app=news_article&is_hit_share_recommend=0,新京报,5540918998,慧眼看中国，我们愿做你的4D眼镜。独家调查、深度报道，在这里，新京报能让你得到不一样的满足。,True,2019-12-13 14:41:49,news_tech
【VR陀螺编译】尽管Facebook Spaces于10月份被关闭，为公司的下一个社交VR平台Horizon腾出了空间，但Facebook正在推出一些重大的社交变革，这些有望实现在Oculus平台上更轻松地见面，谈话和共同游戏。,被Facebook收购5年后，Oculus已“不再”,,475,2,0,2019-12-12 16:35:12,http://m.toutiao.com/a6769468517327569415/?app=news_article&is_hit_share_recommend=0,VR陀螺,6211940592,VR陀螺：关注热点、趣闻、产业内容，为V R创业者服务。,True,2019-12-13 14:41:49,news_tech
机器人外衣终于问世了！科幻迷们在《异形》中看到的瑞普利大战异形女王时所穿的机器人外衣，已被美国机器人公司 Sarcos 变成同款——Guardian XO。穿着这个 “外骨骼机器人” 可能不会让你看起来像钢铁侠，但是它能让你轻松举起 90 公斤的重物，不会出汗。,“钢铁侠战衣”即将交付，赋予工人“超能量”可轻松举起小导弹,,564,3,0,2019-12-12 17:33:17,http://m.toutiao.com/a6769483484495872524/?app=news_article&is_hit_share_recommend=0,DeepTech深科技,3149252798,关注科学、技术以及产业。,True,2019-12-13 14:41:49,news_tech
来源：证券日报本报记者 苏诗钰为推动“互联网+社会服务”发展，促进社会服务数字化、网络化、智能化、多元化、协同化，更好惠及人民群众，助力新动能成长，近日，经国务院同意，国家发改委、教育部、民政部、商务部等七部门联合印发了《关于促进“互联网+社会服务”发展的意见》（以下简称《意见》,七部门发文促进“互联网+社会服务”发展 大数据等信息技术企业将率先受益,,11,1,0,2019-12-13 07:45:47,http://m.toutiao.com/group/6769703173000004103/?app=news_article&is_hit_share_recommend=0,中国经济网,50502346296,中国经济网，传递有价值的信息,True,2019-12-13 14:41:49,news_tech
小米电视双11“大满贯”统治级表现，已经提前锁定2019年中国第一桂冠。海外方面，小米电视同样强势。据IDC数据监测：小米电视在印度市场，连续6个季度蝉联第一大智能电视品牌，市场份额等于三星+LG+索尼三大品牌总和。此外，小米电视在印度尼西亚的双12促销，斩获销量第一的好成绩。,小米电视国内外齐爆发：引领印度/印尼快速进入智能电视时代,,14,0,0,2019-12-13 13:14:07,http://m.toutiao.com/group/6769787786682696199/?app=news_article&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:53,news_tech
数码新资讯？互联新事件？手机快测评？二十年专业老司机，等你上车，点击右上角关注泡泡网即可小爱音响的口碑和销量不用多说了，绝对处于行业第一梯队，而近日，关于小爱音响旗下的新品：小爱触屏音响 Pro 被曝光了，包装盒与外观全都呈现了。,小米新品爆料：超大屏幕、Hi-Fi芯片，售价或为599元,,148,0,0,2019-12-13 13:51:21,http://m.toutiao.com/a6769797380339401227/?app=news_article&is_hit_share_recommend=0,泡泡网,3657894252,关注泡泡网，畅享科技生活。,True,2019-12-13 14:41:53,news_tech
2019年底时分，5G手机几乎霸占了整个新机市场，我们纵观已经发布的和即将发布的几款新手机，几乎都存在着5G版本机型。这其实并不难理解，5G网络在当下已经比较成熟，5G套餐也适时的进行了跟进，再加上整个市场环境慢慢的向5G转变，现在更换5G确实是值得我们认真考虑的问题了。,5G靠谱之选荣耀V30 Pro,,3,0,0,2019-12-13 11:32:16,http://m.toutiao.com/a6769761538870870542/?app=news_article&is_hit_share_recommend=0,PChome电脑之家,3702166013,实时更新最精彩的全行业资讯、消费电子产品评测及热点事件报道,True,2019-12-13 14:41:53,news_tech
本报讯 维信诺科技有限公司位于河北省固安县的国内首条第六代全柔AMOLED生产线，于近日实现柔性AMOLED屏幕单品KK级交付，这是我国OLED产业凭借自主知识产权、前瞻设计布局产线，实现量产突破的新里程碑。柔性AMOLED屏幕KK级交付是指单款产品实现百万数量级供货量。,维信诺固安G6全柔AMOLED生产线实现单品KK级交付,,3,0,0,2019-12-13 13:44:39,http://m.toutiao.com/group/6769795655004062212/?app=news_article&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:53,news_tech
上月底的时候，realme曾官宣将推出首款5G手机——realme X50 5G，支持NSA/SA双模组网，并且没有4G版本。,双模5G+双打孔屏 realme X50将于下月发布,,27,0,0,2019-12-13 11:54:08,http://m.toutiao.com/group/6769767172211212808/?app=news_article&is_hit_share_recommend=0,天极网,3526525206,悟空问答签约机构  科技前沿第一站,True,2019-12-13 14:41:53,news_tech
按照华为手机更新迭代的规律，华为下一部旗舰机应当是华为P40系列。而近日，有关华为P40的爆料信息层出不穷。在推特上，有博主爆料了华为P40 Pro的外观渲染图，同时华为P40 Pro的配置也不再神秘。据爆料信息显示，华为P40 Pro将拥有一块6.,华为P40Pro不再神秘，石墨烯电池＋麒麟990，无缘鸿蒙OS,,797,0,0,2019-12-13 11:46:59,http://m.toutiao.com/a6769765332157465099/?app=news_article&is_hit_share_recommend=0,九机网,3346723364,九机（原三九手机网）主营手机、电脑、数码,False,2019-12-13 14:41:53,news_tech
本文为「金十数据」原创文章，未经许可，禁止转载，违者必究。据媒体12月12日最新报道，澳大利亚竞争和消费者委员会（ACCC）宣布了一则消息，将制定一套自愿性行为准则，以规范Facebook和谷歌等公司与当地媒体企业之间的议价能力问题。,靠广告一年赚2297亿美元？如今，澳大利亚宣布将对美企加强监管,,2917,3,0,2019-12-12 17:03:53,http://m.toutiao.com/a6769475910987940365/?app=news_article&is_hit_share_recommend=0,金十数据,5543660331,金十数据，为交易而生！,True,2019-12-13 14:41:53,news_tech
