title,article,editor,newssource,commentCount,time,time_now
一名哈佛中国医学生在美国机场被抓,原标题：一哈佛中国医学生在美国机场被抓 《纽约时报》等多家美国当地媒体报道称，一名来自中国的29岁医学生郑造松（音译），去年12月涉嫌从其工作的哈佛大学实验室中盗走了21瓶癌细胞样本，在他打算乘飞机回中国时，在美国波士顿的机场被逮捕。 报道称，2019年12月10日，郑造松正准备登上从波士顿直飞北京的海南航空482航班时，海关官员在其托运行李中一个塞在袜子里的塑料袋中发现了21个装着棕色液体的小瓶，后被认为是癌细胞的样本。 报道称，现年29岁的郑造松是一名癌症研究员，涉嫌从其工作的哈佛大学贝丝·伊斯雷尔女执事医疗中心（Beth Israel Deaconess Medical Center）的实验室拿走了这些癌细胞样本。报道援引哈佛大学发言人杰森·A·牛顿（Jason a 。 Newton）的介绍称，该校从2018年9月4日开始为郑灶松提供留学签证。 媒体披露的法庭文件显示，郑造松开始表示这些瓶子是一个朋友赠送给他的，与其本人的研究无关，在接受审问后，承认其中的8个样本是他窃取的，另外11个样本则是根据同事的研究复制的。 文件称，郑表示他回到中国后，会把这些样本拿到中山大学孙逸仙纪念医院，以自己的名义在中国发表研究结果，以促进自己的事业。 报道称，在周一的听证会上，波士顿地方法官戴维·亨尼斯（David Hennessy）批准了检方提出的关押郑造松且不许保释的要求。美国联邦检察官表示，郑可能面临被控“运输赃物”或“窃取商业机密”的重罪，最高可被判处10年监禁。,赵明 ,环球时报,15466,2020年01月04日 13:20,1578292158.6470163
鄱阳湖水域提前1年进入禁捕期,原标题：鄱阳湖水域提前1年进入禁捕期 1月1日，江西上饶。鄱阳湖水域提前1年进入禁捕期，全省水生生物保护区实行长期禁捕。目前已全面完成所有退捕渔民的建档立卡工作。渔政工作人员日夜在鄱阳湖巡护。 湃新闻记者：李蕊,赵明 ,澎湃新闻,129,2020年01月04日 13:16,1578292179.9052322
6省省级常委统战部长兼任同级政协党组副书记,原标题：6省份省级党委常委、统战部长兼任同级政协党组副书记 《青海日报》1月4日报道提到，1月3日，青海省政协十二届十次常委会议在西宁举行。省委常委、统战部部长、省政协党组副书记公保扎西应邀出席会议。 上述报道披露，青海省委常委、统战部部长公保扎西已兼任青海省政协党组副书记。 公保扎西出生于1962年10月，曾任西藏自治区政协副主席等职，2016年年末任青海省委常委，2017年1月兼任统战部部长。 澎湃新闻梳理发现，目前官方新闻报道已经证实了6例省级党委统战部部长兼任同级政协党组副书记的情况，其余5例为：甘肃省委常委、统战部部长马廷礼兼任甘肃省政协党组副书记；广西壮族自治区党委常委、统战部部长徐绍川兼任自治区政协党组副书记；湖北省委常委、统战部部长尔肯江·吐拉洪兼任省政协党组副书记、省总工会主席；西藏自治区党委常委、统战部部长旦科同时担任自治区政协副主席、党组副书记；河南省委常委、统战部部长孙守刚兼任省政协党组副书记。,赵明 ,澎湃新闻,0,2020年01月04日 12:12,1578292201.0764432
午夜枪响 男子驾车袭警警察连开22枪没拦住,原标题：午夜枪响！男子驾车撞警察，警察连开22枪没拦住 警方调阅路口监视器画面后，已锁定这名男子并在全力追缉中。 高雄市楠梓区4日午夜枪声大作。据台湾《联合报》4日消息，高雄警员执勤时，发现路边有一辆休旅车（SUV）形迹可疑，于是上前盘查，没想到驾驶员猛然倒车，并来来回回冲撞警车，警员当场连开22枪试图制止，休旅车仍未停下，反而加速逃离。报道称，警方已锁定一名男子并在全力追缉中。 据报道，4日凌晨0时40分，高雄警局楠梓分局要进行扩大临检，大批警员抵达兴楠路一家游艺场门口的时候，发现有一辆没有熄火的车辆停在游艺场门口，且车头正对游艺场。执勤警员觉得可疑于是上前盘查，并示意车内驾驶员下车。但该驾驶员拒绝接受检查，不但不下车，还来回冲撞警车，一旁的3名警员立即躲开，警员随即鸣枪示警，连开22枪 。 其后，该车辆并未因此停下，在又撞倒2辆摩托车后加速逃离。据了解，警方一辆巡逻车、一辆侦防车车身被撞凹，警员并未受伤。 另据台湾“中央社”报道，高雄警方随后在大社区寻获嫌疑人弃置的车辆，全车弹痕累累，经查，该车是出租车辆。警方调阅路口监视器画面，发现涉案男子曾涉其他案件到楠梓警分局做过笔录，已锁定这名男子并在全力追缉中。 来源：环球网/ 小尹,赵明 ,环球网,138,2020年01月04日 12:10,1578292222.3206582
外媒关注升级版“枭龙”首飞 巴军或大举采购,原标题：外媒关注升级版“枭龙”首飞：性能跃升 巴军或大举采购 参考消息网1月4日报道 外媒称，巴基斯坦航空工业公司（PAC）和中国成都飞机工业集团（成飞）合作研发的JF-17“雷电”（中国称为FC-1“枭龙”）Block3型多用途战斗机的原型机近日首飞。 据英国《简氏防务周刊》网站1月2日报道，这架单座飞机编号“3000”，2019年12月15日从成飞工厂起飞升空，约两周后，首飞照片出现在中国的网络论坛上。 报道称，“枭龙”Block3由“枭龙”Block2进一步改进而来，性能进行了全面升级。该机将安装新型有源电子扫描阵列（AESA）雷达。 英媒分析称，从目前为数不多的几幅图片来看，该机首飞时挂载了两枚“霹雳”-5EⅡ近距空空导弹。“枭龙”Block3最明显的变化是，安装了与中国第五代战机歼-20类似的新型广角衍射平视显示器和全向红外导弹告警系统。告警系统传感器位于发动机进气口侧面和垂直尾翼顶部，与中国的歼-10C战斗机相似。 不过，尚不清楚这款飞机将安装哪种AESA雷达。有报道称，巴基斯坦空军将在KLJ-7A雷达和LKF601E雷达之间做出选择。目前还没有关于选定雷达的官方报道。 报道称，“枭龙”Block3的机身龙骨可能变宽，但这一点还有待证实。还有未经证实的报道称，“枭龙”Block3将配备头盔显示器、升级的电子对抗（ECM）套件、全权限三轴数字电传飞控系统和装备新武器的能力（如“霹雳”-10EⅡR空空导弹和“霹雳”-15E超视距空空导弹）。 据报道，巴基斯坦空军计划采购至少50架“枭龙”Block3战机。报道称，最早的两架已投入生产，将于2020年下线。,赵明 ,参考消息,12,2020年01月04日 11:49,1578292243.557873
台湾黑鹰黑匣子判读完成：直接撞山 动力系统正常,原标题：台湾坠毁黑鹰直升机黑匣子判读完成 2日，台湾黑鹰直升机坠毁。台湾运输安全调查机构负责人杨宏智4日表示，失事飞机的黑匣子已判读完成。初判动力系统没问题，直升机是直接撞山，事发前的30秒是关键，这30秒内的每个细节都已整理出来，交由给台防务部门整理事故原因。（央视军事）,赵明 ,央广网,4960,2020年01月04日 11:47,1578292264.7860868
撞山或是旋翼扫到树？台军“黑鹰”坠毁疑点重重,原标题：撞山或是旋翼扫到林木？台军“黑鹰”坠毁原因疑点重重 参考消息网1月4日报道 台媒称，1月2日，台军“黑鹰”直升机在新北市与宜兰县交界山区失事，机上13人，共8人遇难，另有5人受伤。1月3日10时40分寻获直升机黑匣子，所有卡片和记录器都已找到，接下来台军将进行数据判读，厘清失事原因。 据台湾中时电子报网站1月3日报道，台空军1月3日取回“黑鹰”直升机黑匣子，将调查失事原因。根据现场状况与生还者描述，确认直升机坠地后曾经翻滚数次。据资深直升机飞行员分析，如果没有机械故障，依机体残破得相当严重以及翻滚状况分析，因高度不够不慎撞山或是旋翼扫到林木后失控翻落的可能性很高。 报道称，台空军1月2日表示，依据事发时的数据，直升机维持的飞行高度是绝对高度3000英尺（约合914.4米），与当地山峰的高度接近。在目视状况下，直升机可以轻易通过，完全没有危险。但如果现场有云雾，直升机就必须依靠高度计的指数，来了解与地面的距离。 但资深飞行员指出，烘炉地山的山头是3825英尺，依据过去规定与飞行经验，至少要飞到4825英尺以上才是安全高度。但1月2日公布的数据竟然是3000多英尺，高度太低，已面临危险临界点。 资深飞行员指出，因为大概所有的军用直升机飞行员都常飞这个航线，绝对不会陌生。依照过去经验，他们会以当地最高山头为基准点，当地最高山头约为3000英尺出头，飞行高度就会设在4000英尺以上，若遇上云雾，则会拉高至7000英尺以上。 报道指出，资深飞行员不解的是，1月2日看目击者拍摄的画面，“黑鹰”直升机似乎飞向云里，这对直升机来说相当危险。 该飞行员表示，主要的原因等到黑匣子数据判读后就会真相大白。至于事发原因是机械故障还是人为操作因素，台军已组成专案调查小组。,赵明 ,参考消息,28,2020年01月04日 11:46,1578292286.045303
中国海警舰艇编队1月4日在我钓鱼岛领海巡航,原标题：中国海警舰艇编队1月4日在我钓鱼岛领海巡航 中国海警微信公众号1月4日消息，2020年1月4日，中国海警2502舰艇编队在我钓鱼岛领海内巡航。 来源：中国海警,赵明 ,澎湃新闻,917,2020年01月04日 11:32,1578292307.3365207
赵正永通报措辞极严厉 另一副部首次证实落马,原标题：赵正永被开除党籍，通报措辞极严厉！另一副部首次证实落马 日前，经中共中央批准，中央纪委国家监委对全国人大原内务司法委员会副主任委员、陕西省委原书记赵正永严重违纪违法问题进行了立案审查调查。 经查—— 赵正永严重背弃初心使命，对党不忠诚不敬畏，毫无“四个意识”，拒不落实“两个维护”的政治责任，对党中央决策部署思想上不重视、政治上不负责、工作上不认真，阳奉阴违、自行其是、敷衍塞责、应付了事，与党离心离德，无视组织一再教育帮助挽救，多次欺骗组织，对抗组织审查，是典型的“两面人”、“两面派”； 违反中央八项规定精神，大搞特权活动； 违背党的组织路线，培植个人势力，搞团团伙伙，纵容亲属肆意插手干部选拔任用工作，严重破坏选人用人制度； 肆无忌惮聚钱敛财，收受礼品、礼金，滥权妄为，大搞权钱交易，在职务晋升、能源资源开发利用、企业经营、工程项目承揽等方面利用职务上的便利为他人谋利，并非法收受巨额财物； 道德败坏，家风不正，对家人、亲属失管失教。 赵正永严重违反党的政治纪律、组织纪律、廉洁纪律和生活纪律，构成严重职务违法并涉嫌受贿犯罪，是党的十八大以来不收敛不收手，问题线索反映集中、群众反映强烈，政治问题和经济问题交织的腐败典型，其行为严重污染破坏了陕西的政治生态和发展环境，性质特别严重，影响极其恶劣，应予严肃处理。 依据《中国共产党纪律处分条例》《中华人民共和国监察法》等有关规定，经中央纪委常委会会议研究并报中共中央批准，决定给予赵正永开除党籍处分；按规定取消其享受的待遇；终止其陕西省第十三次党代会代表资格；收缴其违纪违法所得；将其涉嫌犯罪问题移送检察机关依法审查起诉，所涉财物随案移送。 长安街知事（微信ID：Capitalnews）注意到，2019年1月15日，中央纪委国家监委宣布赵正永落马。 当月底，中纪委网站发布《中央第四巡视组向陕西省委反馈巡视情况》。 中央巡视组指出，陕西对有的干部工作精神不在状态重视不够，重形式轻实效、作风不扎实等问题仍然存在；扶贫领域腐败和作风问题专项治理工作有待加强，以案促改不够深入。 陕西省委书记胡和平强调，要深刻汲取秦岭北麓西安境内违建别墅问题沉痛教训，深化扶贫领域腐败和作风问题专项治理，夯实各级党组织管党治党政治责任，持续整治形式主义、官僚主义，以赵正永、魏民洲、冯新柱、钱引安等为反面镜鉴，巩固发展反腐败斗争压倒性胜利，扎实推进巡视巡察高质量发展，不断把全面从严治党推向纵深。 今天，与赵正永同时被处理的，还有陕西省政府原党组成员、副省长陈国强。长安街知事（微信ID：Capitalnews）注意到，中央纪委国家监委宣布陈国强被开除党籍和公职，而这也是他接受调查的消息首次被证实。 据中纪委网站消息：经查，陈国强丧失理想信念，背弃初心使命，对党不忠诚不老实，为谋求个人职务晋升大搞政治攀附和人身依附，对抗组织审查； 违反中央八项规定精神，多次接受可能影响公正执行公务的宴请和旅游安排； 违规干预插手干部人事工作，不按规定报告个人有关事项； 贪欲膨胀，收受礼品、礼金，甘于被“围猎”，将公权力作为谋取私利的工具，在企业经营、干部职务调整等方面利用职务上的便利为他人谋利，并非法收受巨额财物。 赵正永简历 赵正永，男，汉族，1951年3月生，安徽马鞍山人，1968年11月参加工作，1973年11月加入中国共产党，中央党校研究生学历。 1968年11月至1970年11月，安徽省宣城地区水阳乡双丰村上山下乡知青； 1970年11月至1974年10月，安徽省马钢公司修理部机动车间工人，秘书科秘书； 1974年10月至1977年08月，在中南矿冶学院材料系金属物理专业学习； 1977年08月至1979年06月，安徽省马钢公司钢铁研究所物理室技术干部，复查办办事员； 1979年06月至1982年08月，任安徽省马钢公司钢铁研究所团委副书记，马钢公司团委副书记、书记； 1982年08月至1983年05月，任共青团安徽省马鞍山市委书记、党组书记； 1983年05月至1985年09月，任安徽省马鞍山市委常委、团市委书记（其间：1983年09月至1985年07月，在中央党校第一期中青年干部培训班学习）； 1985年09月至1988年03月，任安徽省马鞍山市委常委、秘书长； 1988年03月至1992年05月，任安徽省马鞍山市委副书记； 1992年05月至1993年04月，任安徽省黄山市委副书记； 1993年04月至1998年04月，任安徽省黄山市委书记，黄山军分区第一书记、第一政委； 1998年04月至2000年05月，任安徽省公安厅厅长、党委书记，武警安徽省总队第一书记、第一政委； 2000年05月至2001年06月，任安徽省委政法委书记，省公安厅厅长、党委书记，武警安徽省总队第一书记、第一政委； 2001年06月至2005年01月，任陕西省委常委、政法委书记（其间：2002年09月至2003年01月，在中央党校省部级干部进修班学习）； 2005年01月至2005年08月，任陕西省委常委，省人民政府副省长、党组副书记，省委政法委书记； 2005年08月至2010年05月，任陕西省委常委，省人民政府副省长、党组副书记，预备役141师第一政委（其间：2006年11月至2007年01月，在中央党校省部级干部进修班学习；2007年09月至2007年12月，在美国哈佛大学研修班学习）； 2010年05月至2010年06月，任陕西省委副书记，省人民政府副省长、党组副书记，预备役141师第一政委； 2010年06月至2011年01月，任陕西省委副书记，省人民政府副省长、代省长、党组书记，预备役141师第一政委； 2011年01月至2012年12月，任陕西省委副书记，省人民政府省长、党组书记； 2012年12月至2013年01月，任陕西省委书记，陕西省军区党委第一书记； 2013年01月至2016年03月，任陕西省委书记、省人大常委会主任，陕西省军区党委第一书记； 2016年03月至2016年04月，任陕西省人大常委会主任； 2016年04月至2018年03月，任第十二届全国人民代表大会内务司法委员会副主任委员。 陈国强简历 陈国强，男，汉族，1962年5月生，安徽宿州人，1984年7月参加工作，1986年6月加入中国共产党，中央党校研究生，高级管理人员工商管理硕士。曾任陕西省政府副省长、党组成员。 1981.09—1984.07，西安基础大学机械系机械制造专业学习； 1984.07—1994.10，陕西省劳动人事厅、劳动厅安全监察处、计划统计处科员、副主任科员（其间：1986.10—1987.10陕西省淳化县润镇乡蹲点扶贫）； 1994.10—2000.09，陕西省劳动厅综合计划与工资处副处长（其间：1996.08—1998.12中央党校领导干部函授学院本科班经济管理专业学习）； 2000.09—2004.06，陕西省劳动和社会保障厅医疗保险处处长（其间：2002.10—2003.01广东省深圳市社会保险管理局挂职；2003.03—2003.07陕西省委党校中青年干部培训班学习）； 2004.06—2009.01，陕西省劳动和社会保障厅副厅长、党组成员（2003.09—2006.07中央党校研究生院在职研究生经济管理专业学习； 2007.08—2008.02美国西弗吉尼亚大学学习）； 2009.01—2010.11，陕西省人力资源和社会保障厅副厅长、党组成员（2008.09—2010.09长江商学院高级管理人员工商管理硕士专业学习，获高级管理人员工商管理硕士学位）； 2010.11—2013.02，陕西省政府副秘书长、办公厅党组成员； 2013.02—2018.01，陕西省政府秘书长、党组成员、办公厅党组书记兼省行政学院（陕西经济管理职业技术学院）院长（其间：2015.09—2016.01中央党校中青年干部培训一班学习）； 2018.01—2018.03，陕西省政府副省长、党组成员，省政府秘书长（兼），办公厅党组书记（兼）； 2018.03—2019.03，陕西省政府副省长、党组成员。,赵明 ,长安街知事,1996,2020年01月04日 11:29,1578292328.5747356
俄媒：中国创造保障粮食安全“奇迹”,原标题：俄媒关注：中国创造保障粮食安全“奇迹” 参考消息网1月4日报道 俄罗斯自由媒体网站1月2日刊登题为《中国如何保障自身粮食安全》的文章，作者系俄罗斯《劳动报》观察家米哈伊尔·莫罗佐夫，文章摘编如下： 在中国70年来的发展成就中，最令人瞩目的莫过于它从半饥馑状态蜕变为一个能够养活全球约20%人口的国家，而且它是在耕地面积仅占全球9%、淡水资源不过6%的情况下实现的。 中国的粮食产量连续5年稳定在6.5亿吨以上，谷物自给率逾95%。而俄罗斯2019年的粮食收成仅为1.2亿吨，尚不及中国的五分之一。我们的耕地面积在全球所占比重超过10%，却有近半数处于撂荒状态。 中国是如何创造奇迹的？为降低成本、扶持农民，北京自2006年便全面废除了农业税。该政策每年为农民减负超过1300亿元人民币。与此同时，国家还为农业生产提供补贴。这批资金皆用于提高产量、提升农村经济效率、购买新设备、扩大农业用地以及其他措施。 中国领导层所采取的兴农措施，已令逾7亿乡村居民脱贫。如此算来，北京对世界减贫贡献率超过了70%。 中国政府机构鼓励农民使用更先进的耕作技术、种植高产作物、推进“产购储加销”联动。北京一直积极推广农业科技保障体系，涵盖农业科学院、科研机构和育种中心。最新统计显示，全国纳入粮食产业经济统计的企业达到2.3万户，年工业总产值突破3万亿元。作为对比，20年来，俄从事农业问题研究的学术机构数量下降了20%。 发展本国农业的同时，北京也从其他国家采购农产品。如今，中国各级官员都流露出购买俄粮食的兴趣，我们倘若扩大生产，有机会在中国粮食市场占据重要地位。中国驻俄大使张汉晖早先曾就两国贸易发表看法，认为中国对俄农产品的需求正高速增长。中国从俄购买大豆、小麦、玉米、肉类、海鲜以及其他农产品，目前贸易规模在很大程度上取决于供应者的实力以及物流水平。2018年，中国的大豆进口量接近1亿吨，很大一部分从美国进口。中国希望从俄购买更多大豆。然而，俄大豆产量迄今仍未突破300万吨，对华出口仅30万吨。 我们的一些痼疾正成为障碍。在对华农产品贸易当中，美国人目前仍占据优势。当然，中国正在寻找并且已在东南亚和其他地区寻觅到供应商。他们会满足中国日趋壮大的中产阶层对于食物不断增长的需求。,张建利 ,参考消息,75,2020年01月04日 11:27,1578292349.7839487
官方痛批赵正永：自行其是 无视组织一再教育挽救,原标题：全国人大原内务司法委员会副主任委员、陕西省委原书记赵正永严重违纪违法被开除党籍 日前，经中共中央批准，中央纪委国家监委对全国人大原内务司法委员会副主任委员、陕西省委原书记赵正永严重违纪违法问题进行了立案审查调查。 经查，赵正永严重背弃初心使命，对党不忠诚不敬畏，毫无“四个意识”，拒不落实“两个维护”的政治责任，对党中央决策部署思想上不重视、政治上不负责、工作上不认真，阳奉阴违、自行其是、敷衍塞责、应付了事，与党离心离德，无视组织一再教育帮助挽救，多次欺骗组织，对抗组织审查，是典型的“两面人”、“两面派”；违反中央八项规定精神，大搞特权活动；违背党的组织路线，培植个人势力，搞团团伙伙，纵容亲属肆意插手干部选拔任用工作，严重破坏选人用人制度；肆无忌惮聚钱敛财，收受礼品、礼金，滥权妄为，大搞权钱交易，在职务晋升、能源资源开发利用、企业经营、工程项目承揽等方面利用职务上的便利为他人谋利，并非法收受巨额财物；道德败坏，家风不正，对家人、亲属失管失教。 赵正永严重违反党的政治纪律、组织纪律、廉洁纪律和生活纪律，构成严重职务违法并涉嫌受贿犯罪，是党的十八大以来不收敛不收手，问题线索反映集中、群众反映强烈，政治问题和经济问题交织的腐败典型，其行为严重污染破坏了陕西的政治生态和发展环境，性质特别严重，影响极其恶劣，应予严肃处理。依据《中国共产党纪律处分条例》《中华人民共和国监察法》等有关规定，经中央纪委常委会会议研究并报中共中央批准，决定给予赵正永开除党籍处分；按规定取消其享受的待遇；终止其陕西省第十三次党代会代表资格；收缴其违纪违法所得；将其涉嫌犯罪问题移送检察机关依法审查起诉，所涉财物随案移送。,赵明 ,新华视点,2797,2020年01月04日 11:06,1578292370.9991622
泛暴派当选后不理民生 乱港分子后悔选错了人,原标题：泛暴派当选后吃“人血馒头”不理民生，乱港分子后悔选错了人 海外网1月4日电香港泛暴派区议员刚刚上任数日，便丑闻缠身。不仅有近20名泛暴派区议员涉暴被捕，更有至少17名反对派候任区议员被控，随时会失去议席。泛暴派区议员对“搞政治”乐此不疲，却对“促民生”懒于理会，这令越来越多香港街坊不满，包括有当初投票给泛暴派的选民都大叹后悔，只盼泛暴派能迅速收手，为香港、为市民做点实事。 据香港《文汇报》4日消息，已有17名泛暴派区议员在“修例风波”中被控，若被判刑超过3个月以上，将会失去议员资格。但有许多泛暴派区议员上任第一件事仍是煽暴，公然为涉嫌洗黑钱的平台筹款，为犯罪行为撑腰。沙田区议员、“民阵”召集人岑子杰更屡次搞游行，为黑衣暴徒暴行“打掩护”。 泛暴派在区议会还利用职务之便，高调成立所谓“地区监警会”，企图用公共钱款“调查”警方执法，向暴徒交功课。而在市民切身的地区工作方面，泛暴派对所有令其利益得不到满足的团体和人士处处刁难，靠“人多势众”推迟拨款等。 其中包括“西贡民间文化之龙狮麒麟贺新春2020”等与民生息息相关的传统文娱活动拨款申请被押后审批。新任区议员陈嘉琳称，活动由公款支出，需要“谨慎审批”。“民主动力”副召集人、西贡区议会主席锺锦麟也决定押后审批，又称会再向主办单位要求提供“补充资料”，最后应会以简单多数传阅决定。 种种行为，已令其支持者不满。大埔康乐园新任区议员姚跃生日前在脸书公开抱怨选民对自己的批评，称候选期间被不少街坊指责：“反正你都是吃‘人血馒头’上位的嘛，有什么好庆祝的？票给你了，选到又不见人，早知道这样给你票有什么用。”被质问“做下实事啦，你花光纳税人的钱粮！违规停车阻塞交通处理了没？”他称街坊不知道现在自己有多艰难，特发文解释，未料再度引来当区街坊的不满。 荃湾区海滨选区区议员、学联前副秘书长岑敖晖发帖自称关注民生，事实上亦与撑暴有关，对切实民生议题不闻不问。有网友发帖暴怒：“请问，岑敖晖区议员办事处，在哪儿？” 煽暴派区议员不断煽动暴力，更煽动黑衣暴徒大肆“装修”建制派区议员办事处，如今终是自食恶果，有业主已拒绝租借地方给新当选西贡彩健区区议员陈纬烈作办事处；荃湾绿杨泛暴派区议员、新民主同盟的潘朗聪在租用议员办事处时亦遇挫。 获得“民主动力”推荐的电梯维修学徒陈梓维当选佐敦南区议员，但其工作能力让乱港分子都大吐苦水，纷纷开帖求他“认真做行不行？”。在“诚实作答：投票陈梓维的你有没有后悔？”一帖中，乱港分子纷纷说，“好后悔！早知就投建制了。”更有不少名为“陈梓维议员入一入！”的帖子，点进去全是辱骂陈的言语，不知这算不算“勇敢”与“手足”割席呢？（海外网/袁如霞）,赵明 ,海外网,11247,2020年01月04日 11:02,1578292392.2223759
陕西省委原书记赵正永被开除党籍,原标题：全国人大原内务司法委员会副主任委员、陕西省委原书记赵正永严重违纪违法被开除党籍 日前，经中共中央批准，中央纪委国家监委对全国人大原内务司法委员会副主任委员、陕西省委原书记赵正永严重违纪违法问题进行了立案审查调查。（央视记者 王莉 范月鸣） 相关阅读：官方痛批赵正永：自行其是 无视组织一再教育挽救 赵正永简历 赵正永，男，汉族，1951年3月生，安徽马鞍山人，1968年11月参加工作，1973年11月加入中国共产党，中央党校研究生学历。 1968年11月至1970年11月，安徽省宣城地区水阳乡双丰村上山下乡知青； 1970年11月至1974年10月，安徽省马钢公司修理部机动车间工人，秘书科秘书； 1974年10月至1977年08月，在中南矿冶学院材料系金属物理专业学习； 1977年08月至1979年06月，安徽省马钢公司钢铁研究所物理室技术干部，复查办办事员； 1979年06月至1982年08月，任安徽省马钢公司钢铁研究所团委副书记，马钢公司团委副书记、书记； 1982年08月至1983年05月，任共青团安徽省马鞍山市委书记、党组书记； 1983年05月至1985年09月，任安徽省马鞍山市委常委、团市委书记（其间：1983年09月至1985年07月，在中央党校第一期中青年干部培训班学习）； 1985年09月至1988年03月，任安徽省马鞍山市委常委、秘书长； 1988年03月至1992年05月，任安徽省马鞍山市委副书记； 1992年05月至1993年04月，任安徽省黄山市委副书记； 1993年04月至1998年04月，任安徽省黄山市委书记，黄山军分区第一书记、第一政委； 1998年04月至2000年05月，任安徽省公安厅厅长、党委书记，武警安徽省总队第一书记、第一政委； 2000年05月至2001年06月，任安徽省委政法委书记，省公安厅厅长、党委书记，武警安徽省总队第一书记、第一政委； 2001年06月至2005年01月，任陕西省委常委、政法委书记（其间：2002年09月至2003年01月，在中央党校省部级干部进修班学习）； 2005年01月至2005年08月，任陕西省委常委，省人民政府副省长、党组副书记，省委政法委书记； 2005年08月至2010年05月，任陕西省委常委，省人民政府副省长、党组副书记，预备役141师第一政委（其间：2006年11月至2007年01月，在中央党校省部级干部进修班学习；2007年09月至2007年12月，在美国哈佛大学研修班学习）； 2010年05月至2010年06月，任陕西省委副书记，省人民政府副省长、党组副书记，预备役141师第一政委； 2010年06月至2011年01月，任陕西省委副书记，省人民政府副省长、代省长、党组书记，预备役141师第一政委； 2011年01月至2012年12月，任陕西省委副书记，省人民政府省长、党组书记； 2012年12月至2013年01月，任陕西省委书记，陕西省军区党委第一书记； 2013年01月至2016年03月，任陕西省委书记、省人大常委会主任，陕西省军区党委第一书记； 2016年03月至2016年04月，任陕西省人大常委会主任； 2016年04月至2018年03月，任第十二届全国人民代表大会内务司法委员会副主任委员。   （简历来源：长安街知事）,赵明 ,央视,9410,2020年01月04日 11:02,1578292413.4575906
陕西原副省长陈国强被双开:为谋晋升大搞政治攀附,原标题：陕西省政府原党组成员、副省长陈国强严重违纪违法被开除党籍和公职 日前，经中共中央批准，中央纪委国家监委对陕西省政府原党组成员、副省长陈国强严重违纪违法问题进行了立案审查调查。 经查，陈国强丧失理想信念，背弃初心使命，对党不忠诚不老实，为谋求个人职务晋升大搞政治攀附和人身依附，对抗组织审查；违反中央八项规定精神，多次接受可能影响公正执行公务的宴请和旅游安排；违规干预插手干部人事工作，不按规定报告个人有关事项；贪欲膨胀，收受礼品、礼金，甘于被“围猎”，将公权力作为谋取私利的工具，在企业经营、干部职务调整等方面利用职务上的便利为他人谋利，并非法收受巨额财物。 陈国强严重违反党的政治纪律、组织纪律、廉洁纪律，构成严重职务违法并涉嫌受贿犯罪，且在党的十八大后不收敛、不收手，性质严重，影响恶劣，应予严肃处理。依据《中国共产党纪律处分条例》《中华人民共和国监察法》等有关规定，经中央纪委常委会会议研究并报中共中央批准，决定给予陈国强开除党籍处分；由国家监委给予其开除公职处分；终止其陕西省第十三次党代会代表资格；收缴其违纪违法所得；将其涉嫌犯罪问题移送检察机关依法审查起诉，所涉财物随案移送。 陈国强，男，汉族，1962年5月生，安徽宿州人，1984年7月参加工作，1986年6月加入中国共产党，中央党校研究生，高级管理人员工商管理硕士。 1981.09—1984.07 西安基础大学机械系机械制造专业学习 1984.07—1994.10 陕西省劳动人事厅、劳动厅安全监察处、计划统计处科员、副主任科员（其间：1986.10—1987.10陕西省淳化县润镇乡蹲点扶贫） 1994.10—2000.09 陕西省劳动厅综合计划与工资处副处长（其间：1996.08—1998.12中央党校领导干部函授学院本科班经济管理专业学习） 2000.09—2004.06 陕西省劳动和社会保障厅医疗保险处处长（其间：2002.10—2003.01广东省深圳市社会保险管理局挂职；2003.03—2003.07陕西省委党校中青年干部培训班学习） 2004.06—2009.01 陕西省劳动和社会保障厅副厅长、党组成员 （2003.09—2006.07中央党校研究生院在职研究生经济管理专业学习；2007.08—2008.02美国西弗吉尼亚大学学习） 2009.01—2010.11 陕西省人力资源和社会保障厅副厅长、党组成员 （2008.09—2010.09长江商学院高级管理人员工商管理硕士专业学习，获高级管理人员工商管理硕士学位） 2010.11—2013.02 陕西省政府副秘书长、办公厅党组成员 2013.02—2018.01 陕西省政府秘书长、党组成员、办公厅党组书记兼省行政学院（陕西经济管理职业技术学院）院长（其间：2015.09—2016.01中央党校中青年干部培训一班学习） 2018.01 陕西省政府副省长、党组成员，省政府秘书长（兼）办公厅党组书记兼省行政学院（陕西经济管理职业技术学院）院长 2019.03 陕西省十三届人大常委会第十次会议第二次全体会议表决通过：免去陈国强的陕西省人民政府副省长职务 第十三届省委委员，省第十三次党代会代表。省十三届人大代表。 （人民网资料 截至2019年3月）,张建利 ,央视,455,2020年01月04日 11:01,1578292434.7348075
